Year,Plot,Transect,Quadrat,Germinant_Count,Veg_Cover,GSF,Germ_AT,Germ_PPT,Germ_ATmax,Germ_ATmin,Winter_AT,Winter_PPT,AprJun_AT,AprJun_PPT,Summer_ATmax,Summer_PPT,BA
1,1,1,16,0,15,0.0568,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.237407801
1,1,1,17,0,10,0.0334,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.237407801
1,1,1,18,0,3,0.0384,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.284404456
1,1,1,19,0,3,0.0265,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.284404456
1,1,1,20,0,22,0.0528,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.283756502
1,1,1,21,0,12,0.0339,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.295140063
1,1,1,22,0,10,0.0699,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.293427895
1,1,1,23,0,20,0.0648,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.321659818
1,1,1,24,0,55,0.0408,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.334179065
1,1,1,25,1,8,0.0356,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.33443589
1,1,1,26,0,15,0.0334,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.343939208
1,1,1,27,0,30,0.0503,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.353442525
1,1,1,28,0,30,0.0564,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.353442525
1,1,1,29,0,35,0.0457,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.345588544
1,1,1,30,1,25,0.0207,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.369510201
1,1,1,31,0,50,0.0157,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.383824082
1,1,1,32,1,30,0.0205,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.409839611
1,1,1,33,0,12,0.0214,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.402141924
1,1,1,34,0,10,0.0297,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.293455384
1,1,1,35,0,8,0.066,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.285443538
1,1,1,36,0,15,0.0425,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.285443538
1,1,1,37,0,25,0.0696,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.243518198
1,1,1,38,0,30,0.0628,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.243518198
1,1,1,39,1,32,0.0399,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.243518198
1,1,1,40,0,40,0.0749,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.289431004
1,1,2,1,0,60,0.1114,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.138878816
1,1,2,2,0,70,0.0955,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.138878816
1,1,2,3,0,65,0.0595,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.134559911
1,1,2,4,0,60,0.0601,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.145681935
1,1,2,5,0,55,0.0553,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.154340949
1,1,2,6,0,30,0.0305,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.154290684
1,1,2,7,0,38,0.0431,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.154290684
1,1,2,8,0,35,0.0311,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.16230253
1,1,2,9,0,35,0.0394,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.181171721
1,1,2,10,0,50,0.0348,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.184201002
1,1,2,11,0,45,0.0354,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.184201002
1,1,2,12,0,55,0.0248,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.17786441
1,1,2,13,0,50,0.0151,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.166742386
1,1,2,14,0,30,0.0243,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.141562521
1,1,2,15,0,15,0.0294,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.138712311
1,1,2,16,0,20,0.037,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.179160317
1,1,2,17,0,10,0.0455,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.179160317
1,1,2,18,0,15,0.0159,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.179160317
1,1,2,19,0,25,0.0202,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.179160317
1,1,2,20,1,12,0.0192,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.24634249
1,1,2,21,0,10,0.0928,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.235737259
1,1,2,22,1,10,0.0243,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.271460309
1,1,2,23,0,15,0.0339,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.297430284
1,1,2,24,0,30,0.0344,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.307310593
1,1,2,25,0,30,0.0379,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.313174376
1,1,2,26,0,15,0.0675,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.336360115
1,1,2,27,0,15,0.0222,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.365660179
1,1,2,28,0,30,0.0286,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.362967049
1,1,2,29,0,30,0.0362,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.371854614
1,1,2,30,1,35,0.0194,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.371854614
1,1,2,31,0,25,0.0272,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.386540775
1,1,2,32,0,25,0.0279,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.379777711
1,1,2,33,0,15,0.0304,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.388158695
1,1,2,34,0,20,0.0453,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.380146848
1,1,2,35,0,20,0.0371,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.389650166
1,1,2,36,0,5,0.0214,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.340386066
1,1,2,37,0,20,0.0417,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.340386066
1,1,2,38,0,30,0.0405,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.305419355
1,1,2,39,0,20,0.0377,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.255599193
1,1,2,40,0,12,0.056,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.237092071
1,1,3,1,0,35,0.0432,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.192940127
1,1,3,2,0,33,0.0724,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.211809318
1,1,3,3,0,50,0.097,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.222642315
1,1,3,4,0,30,0.0796,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.222642315
1,1,3,5,0,30,0.0596,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.222642315
1,1,3,6,0,50,0.0913,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.235712126
1,1,3,7,0,35,0.0251,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.217298466
1,1,3,8,0,40,0.015,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.228988332
1,1,3,9,0,45,0.0204,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.234160179
1,1,3,10,0,50,0.0139,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.296099035
1,1,3,11,0,60,0.0785,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.296681015
1,1,3,12,0,45,0.0264,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.283579788
1,1,3,13,0,60,0.044,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.324357661
1,1,3,14,0,65,0.0288,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.324357661
1,1,3,15,0,65,0.0311,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.37320707
1,1,3,16,0,40,0.0571,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.37320707
1,1,3,17,0,35,0.0268,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.37320707
1,1,3,18,0,28,0.0296,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.266176935
1,1,3,19,0,20,0.0479,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.272397289
1,1,3,20,0,40,0.0368,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.295591667
1,1,3,21,1,30,0.0409,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.321087263
1,1,3,22,1,30,0.0504,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.338106055
1,1,3,23,1,25,0.038,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.325571101
1,1,3,24,0,25,0.0521,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.334563124
1,1,3,25,0,40,0.0598,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.413179124
1,1,3,26,0,50,0.0408,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.42393044
1,1,3,27,0,40,0.0547,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.429341048
1,1,3,28,0,80,0.0294,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.429341048
1,1,3,29,0,20,0.0279,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.419664157
1,1,3,30,0,5,0.0129,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.419644522
1,1,3,31,0,5,0.0826,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.400272676
1,1,3,32,1,7,0.0195,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.389439679
1,1,3,33,0,40,0.0226,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.389439679
1,1,3,34,0,45,0.0218,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.389439679
1,1,3,35,0,12,0.0177,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.372521417
1,1,3,36,0,30,0.0552,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.372521417
1,1,3,37,5,35,0.0404,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.311744166
1,1,3,38,0,25,0.0319,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.311744166
1,1,3,39,0,15,0.0382,12.53794174,51.5,18.39166667,5.65,3.971258793,363.5281697,9.015544355,421.7807502,24.47916667,29.39149638,0.307024708
1,2,1,1,0,45,0.0324,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.006357798
1,2,1,2,0,70,0.0237,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.006788982
1,2,1,3,0,70,0.0329,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.036466037
1,2,1,4,0,70,0.0298,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.238666008
1,2,1,5,0,65,0.0475,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.239156882
1,2,1,6,0,60,0.0639,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.241079537
1,2,1,7,0,70,0.0324,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.241280599
1,2,1,8,0,75,0.0164,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.241375632
1,2,1,9,0,60,0.0602,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.23999019
1,2,1,10,0,65,0.0597,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.241652092
1,2,1,11,0,45,0.0517,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.240061661
1,2,1,12,0,35,0.1025,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.24037582
1,2,1,13,1,30,0.0962,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.24037582
1,2,1,14,0,55,0.0927,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.24037582
1,2,1,15,0,65,0.0568,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.24037582
1,2,1,16,0,60,0.0432,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.240262723
1,2,1,17,0,55,0.028,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.243479714
1,2,1,18,0,50,0.0393,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.243479714
1,2,1,19,0,30,0.0267,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.243479714
1,2,1,20,1,5,0.0631,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.243574747
1,2,1,21,0,0,0.0097,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.246917402
1,2,1,22,1,2,0.0407,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.290403327
1,2,1,23,0,10,0.0491,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.287186336
1,2,1,24,0,20,0.051,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.287132929
1,2,1,25,0,35,0.0172,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.288191646
1,2,1,26,0,35,0.0144,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.2895119
1,2,1,27,0,15,0.0387,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.304187065
1,2,1,28,0,30,0.0304,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.303986003
1,2,1,29,0,30,0.0523,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.303986003
1,2,1,30,1,40,0.0615,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.303986003
1,2,1,31,1,30,0.0272,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.308764365
1,2,1,32,1,25,0.0761,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.27901741
1,2,1,33,2,50,0.0871,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.278586226
1,2,1,34,0,20,0.0888,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.277637465
1,2,1,35,0,20,0.0719,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.276784523
1,2,1,36,0,70,0.035,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.074111741
1,2,1,37,0,20,0.0637,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.073797582
1,2,1,38,0,10,0.052,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.055927418
1,2,1,39,0,5,0.0364,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.054469719
1,2,1,40,0,15,0.0381,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.243574747
1,2,2,1,0,70,0.0312,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.064734873
1,2,2,2,0,80,0.0538,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.064734873
1,2,2,3,0,75,0.0698,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.064656333
1,2,2,4,0,75,0.0534,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.062211389
1,2,2,5,0,60,0.087,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.060825946
1,2,2,6,1,20,0.0285,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.060624884
1,2,2,7,0,60,0.1201,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.060841654
1,2,2,8,0,35,0.0636,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.06035078
1,2,2,9,0,55,0.1364,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.06035078
1,2,2,10,0,55,0.1175,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.062468214
1,2,2,11,0,30,0.0853,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.064277771
1,2,2,12,0,40,0.1955,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.063523003
1,2,2,13,0,5,0.1367,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.063369065
1,2,2,14,0,15,0.1734,12.27405914,60.24989733,19.41666667,5.241666667,4.33500435,807.5049815,8.948647056,477.36,25.6125,143.5573306,0.034112984
